Position	Relative Frequency	emoji
105	1.2853470437017995	:person_wearing_turban:
106	1.2853470437017995	:high_voltage:
107	1.2853470437017995	:broken_heart:
108	1.2853470437017995	:pizza:
109	1.2853470437017995	:eggplant:
110	1.2853470437017995	:laptop_computer:
111	1.2853470437017995	:floppy_disk:
112	1.2853470437017995	:SOS_button:
113	1.2853470437017995	:thought_balloon:
114	1.2853470437017995	:angry_face:
115	1.2853470437017995	:trophy:
116	1.2853470437017995	:baseball:
117	1.2853470437017995	:smiling_cat_face_with_heart-eyes:
118	1.2853470437017995	:musical_note:
119	1.2853470437017995	:microphone:
120	1.2853470437017995	:person_taking_bath:
121	1.2853470437017995	:headphone:
122	1.2853470437017995	:mouse:
123	1.2853470437017995	:cloud:
124	1.2853470437017995	:police_car:
125	1.2853470437017995	:person_gesturing_OK:
126	1.2853470437017995	:bomb:
127	1.2853470437017995	:dizzy_face:
128	1.2853470437017995	:musical_score:
129	1.2853470437017995	:person_walking:
130	1.2853470437017995	:electric_plug:
131	1.2853470437017995	:heart_suit:
132	1.2853470437017995	:cocktail_glass:
133	1.2853470437017995	:open_book:
134	1.2853470437017995	:sparkling_heart:
135	1.2853470437017995	:right_arrow:
136	1.2853470437017995	:camera:
137	1.2853470437017995	:teacup_without_handle:
138	1.2853470437017995	:worried_face:
139	1.2853470437017995	:sleepy_face:
140	1.2853470437017995	:hatching_chick:
141	1.2853470437017995	:person_running:
142	1.2853470437017995	:open_hands:
143	1.2853470437017995	:beating_heart:
144	1.2853470437017995	:growing_heart:
145	1.2853470437017995	:fork_and_knife:
146	1.2853470437017995	:french_fries:
147	1.2853470437017995	:raised_hand:
148	1.2853470437017995	:oncoming_bus:
149	1.2853470437017995	:snowman_without_snow:
150	1.2853470437017995	:fire_engine:
151	1.2853470437017995	:ambulance:
152	1.2853470437017995	:money_bag:
153	1.2853470437017995	:person_bowing:
154	1.2853470437017995	:backhand_index_pointing_right:
155	1.2853470437017995	:cross_mark:
156	1.2853470437017995	:heavy_large_circle:
157	1.2853470437017995	:backhand_index_pointing_left:
158	1.2853470437017995	:bust_in_silhouette:
