Position	Relative Frequency	n-gram
569	0.05855829478245594	call gone
570	0.05855829478245594	gone lol
571	0.05855829478245594	lol enjoying
572	0.05855829478245594	enjoying :two_women_holding_hands:
573	0.05855829478245594	:two_women_holding_hands: #talks
574	0.05855829478245594	#talks #crazyness
575	0.05855829478245594	#crazyness #sheneverleft
576	0.05855829478245594	#sheneverleft sleepy
577	0.05855829478245594	sleepy :smiling_face:
578	0.05855829478245594	:smiling_face: dixiessixty
579	0.05855829478245594	dixiessixty goal
580	0.05855829478245594	goal season
581	0.05855829478245594	season goal
582	0.05855829478245594	goal jon
583	0.05855829478245594	jon sammels
584	0.05855829478245594	sammels #arsenal
585	0.05855829478245594	#arsenal vs
586	0.05855829478245594	vs #manutd
587	0.05855829478245594	#manutd httpstcowpbptdt
588	0.05855829478245594	httpstcowpbptdt lloydgallagher
589	0.05855829478245594	bigtant really
590	0.05855829478245594	really else
591	0.05855829478245594	else fish
592	0.05855829478245594	fish besides
593	0.05855829478245594	besides fish
594	0.05855829478245594	fish rbrnetwork
595	0.05855829478245594	theoldbreed indyenigma
596	0.05855829478245594	indyenigma diverdown
597	0.05855829478245594	diverdown malesurvivor
598	0.05855829478245594	malesurvivor think
599	0.05855829478245594	think safe
600	0.05855829478245594	safe bet
601	0.05855829478245594	bet wont
602	0.05855829478245594	wont fit
603	0.05855829478245594	fit crime
604	0.05855829478245594	crime loyalty
605	0.05855829478245594	protection american
606	0.05855829478245594	american kids
607	0.05855829478245594	kids starting
608	0.05855829478245594	starting playing
609	0.05855829478245594	playing im
610	0.05855829478245594	im super
611	0.05855829478245594	super missing
612	0.05855829478245594	missing #summerk
613	0.05855829478245594	#summerk #kennychesney
614	0.05855829478245594	#kennychesney corporateknight
615	0.05855829478245594	corporateknight dont
616	0.05855829478245594	know #monsanto
617	0.05855829478245594	#monsanto #
618	0.05855829478245594	# among
619	0.05855829478245594	among sustainable
620	0.05855829478245594	sustainable cos
621	0.05855829478245594	cos world
622	0.05855829478245594	world sure
623	0.05855829478245594	sure parameters
624	0.05855829478245594	parameters measured
625	0.05855829478245594	measured #net
626	0.05855829478245594	#net positive
627	0.05855829478245594	positive none
628	0.05855829478245594	none big
629	0.05855829478245594	big disruptive
630	0.05855829478245594	disruptive innovations
631	0.05855829478245594	innovations lives
632	0.05855829478245594	lives come
633	0.05855829478245594	come brainstorming
634	0.05855829478245594	brainstorming bruce
635	0.05855829478245594	bruce nussbaum
636	0.05855829478245594	nussbaum httptcoituczpusb
637	0.05855829478245594	httptcoituczpusb way
638	0.05855829478245594	way people
639	0.05855829478245594	get understand
640	0.05855829478245594	understand disabilities
641	0.05855829478245594	disabilities stare
642	0.05855829478245594	stare us
643	0.05855829478245594	us funny
644	0.05855829478245594	funny wen
645	0.05855829478245594	wen #idpwd
646	0.05855829478245594	#idpwd #disability
647	0.05855829478245594	#disability tongue
648	0.05855829478245594	tongue feel
649	0.05855829478245594	feel necessary
650	0.05855829478245594	necessary try
651	0.05855829478245594	try touch
652	0.05855829478245594	touch high
653	0.05855829478245594	high speed
654	0.05855829478245594	speed tool
655	0.05855829478245594	tool dentist
656	0.05855829478245594	dentist put
657	0.05855829478245594	put mouth
658	0.05855829478245594	mouth tell
659	0.05855829478245594	tell #quintessential
660	0.05855829478245594	#quintessential #aussie
661	0.05855829478245594	#aussie isnt
662	0.05855829478245594	isnt govt
663	0.05855829478245594	govt paid
664	0.05855829478245594	paid job
665	0.05855829478245594	job hyde
666	0.05855829478245594	hyde buy
667	0.05855829478245594	buy overseas
668	0.05855829478245594	overseas online
669	0.05855829478245594	online pay
670	0.05855829478245594	pay gst
671	0.05855829478245594	gst mmm
672	0.05855829478245594	mmm #sadbuttrue
673	0.05855829478245594	#sadbuttrue parlett
674	0.05855829478245594	parlett dirks
675	0.05855829478245594	dirks got
676	0.05855829478245594	got lot
677	0.05855829478245594	lot moves
678	0.05855829478245594	moves im
679	0.05855829478245594	im trying
680	0.05855829478245594	trying steal
681	0.05855829478245594	steal kevin
682	0.05855829478245594	kevin durant
683	0.05855829478245594	durant onelegged
684	0.05855829478245594	onelegged fadeway
685	0.05855829478245594	fadeway bmw
686	0.05855829478245594	bmw sexy
687	0.05855829478245594	sexy az
688	0.05855829478245594	az hell
689	0.05855829478245594	hell slow
690	0.05855829478245594	slow dinero
691	0.05855829478245594	dinero quarter
692	0.05855829478245594	quarter mile
693	0.05855829478245594	mile slow
694	0.05855829478245594	slow #fan
695	0.05855829478245594	#fan design
696	0.05855829478245594	design feeling
697	0.05855829478245594	feeling httptcodelfxnbpi
698	0.05855829478245594	httptcodelfxnbpi let
699	0.05855829478245594	let humility
700	0.05855829478245594	humility guard
701	0.05855829478245594	guard pride
702	0.05855829478245594	pride vanity
703	0.05855829478245594	vanity shouldnt
704	0.05855829478245594	shouldnt allowed
705	0.05855829478245594	allowed delicate
706	0.05855829478245594	delicate thing
707	0.05855829478245594	thing whenever
708	0.05855829478245594	whenever get
709	0.05855829478245594	get sad
710	0.05855829478245594	sad things
711	0.05855829478245594	things going
712	0.05855829478245594	going think
713	0.05855829478245594	think awesome
714	0.05855829478245594	awesome future
715	0.05855829478245594	future looks
716	0.05855829478245594	looks #secondsemester
717	0.05855829478245594	#secondsemester #drumcorps
718	0.05855829478245594	#drumcorps #college
719	0.05855829478245594	#college hey
720	0.05855829478245594	hey heyyiwanna
721	0.05855829478245594	heyyiwanna rockstar
722	0.05855829478245594	rockstar #vscocam
723	0.05855829478245594	#vscocam hero
724	0.05855829478245594	hero #vsocam
725	0.05855829478245594	#vsocam #hero
726	0.05855829478245594	#hero #spiderman
727	0.05855829478245594	#spiderman httptcotuskhvybj
728	0.05855829478245594	httptcotuskhvybj waa
729	0.05855829478245594	waa mockingjay
730	0.05855829478245594	mockingjay part
731	0.05855829478245594	part tahon
732	0.05855829478245594	tahon depan
733	0.05855829478245594	depan meh
734	0.05855829478245594	meh nov
735	0.05855829478245594	nov wtvr
736	0.05855829478245594	wtvr night
737	0.05855829478245594	night museum
738	0.05855829478245594	museum #mustwatchbdecemberendssobssobs
739	0.05855829478245594	#mustwatchbdecemberendssobssobs httptcoracxdsz
740	0.05855829478245594	httptcoracxdsz gracewoods
741	0.05855829478245594	gracewoods fucking
742	0.05855829478245594	fucking copycat
743	0.05855829478245594	copycat although
744	0.05855829478245594	although youre
745	0.05855829478245594	youre name
746	0.05855829478245594	name mint
747	0.05855829478245594	mint act
748	0.05855829478245594	act share
749	0.05855829478245594	share probably
750	0.05855829478245594	probably cause
751	0.05855829478245594	cause alcohol
752	0.05855829478245594	alcohol filled
753	0.05855829478245594	filled celebration
754	0.05855829478245594	celebration literally
755	0.05855829478245594	literally cried
756	0.05855829478245594	cried woke
757	0.05855829478245594	woke know
758	0.05855829478245594	know day
759	0.05855829478245594	day store
760	0.05855829478245594	store #thestartoftechweek
761	0.05855829478245594	#thestartoftechweek ready
762	0.05855829478245594	ready #justshootmeknow
763	0.05855829478245594	#justshootmeknow rashawnfranklin
764	0.05855829478245594	rashawnfranklin disagree
765	0.05855829478245594	disagree w
766	0.05855829478245594	w trading
767	0.05855829478245594	trading three
768	0.05855829478245594	three picks
769	0.05855829478245594	picks one
770	0.05855829478245594	one glaring
771	0.05855829478245594	glaring holes
772	0.05855829478245594	holes numerous
773	0.05855829478245594	numerous positions
774	0.05855829478245594	positions assbackwards
775	0.05855829478245594	assbackwards didnt
776	0.05855829478245594	didnt start
777	0.05855829478245594	start watching
778	0.05855829478245594	watching tudors
779	0.05855829478245594	tudors earlier
780	0.05855829478245594	earlier #iloveit
781	0.05855829478245594	#iloveit guntrust
782	0.05855829478245594	guntrust httptcoicpdcaonq
783	0.05855829478245594	#gift get
784	0.05855829478245594	started making
785	0.05855829478245594	making money
786	0.05855829478245594	money social
787	0.05855829478245594	media httpstcocpjzkegne
788	0.05855829478245594	httpstcocpjzkegne dont
789	0.05855829478245594	dont knw
