Position	Relative Frequency	emoji
54	3.0395136778115504	:pouting_face: :loudly_crying_face:
55	3.0395136778115504	:person_gesturing_NO: :pistol:
56	3.0395136778115504	:hundred_points: :basketball:
57	3.0395136778115504	:unamused_face: :unamused_face:
58	3.0395136778115504	:smiling_face_with_heart-eyes: :face_with_tears_of_joy:
59	3.0395136778115504	:expressionless_face: :thumbs_down:
60	3.0395136778115504	:grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes:
61	3.0395136778115504	:red_heart: :sparkles:
62	3.0395136778115504	:sparkles: :kiss_mark:
63	3.0395136778115504	:kiss_mark: :princess:
64	3.0395136778115504	:princess: :woman_dancing:
65	3.0395136778115504	:grinning_face_with_smiling_eyes: :unamused_face:
66	3.0395136778115504	:umbrella_with_rain_drops: :violin:
67	3.0395136778115504	:red_heart: :person_tipping_hand:
68	3.0395136778115504	:face_with_tears_of_joy: :kiss_mark:
69	3.0395136778115504	:kiss_mark: :red_heart:
70	3.0395136778115504	:loudly_crying_face: :face_blowing_a_kiss:
71	3.0395136778115504	:cat_face: :dog_face:
72	3.0395136778115504	:loudly_crying_face: :kitchen_knife:
73	3.0395136778115504	:kitchen_knife: :fire:
74	3.0395136778115504	:sweat_droplets: :droplet:
75	3.0395136778115504	:thumbs_up: :OK_hand:
76	3.0395136778115504	:grinning_face_with_smiling_eyes: :see-no-evil_monkey:
77	3.0395136778115504	:pouting_face: :person_gesturing_NO:
78	3.0395136778115504	:person_wearing_turban: :face_with_tears_of_joy:
79	3.0395136778115504	:smiling_face: :beaming_face_with_smiling_eyes:
80	3.0395136778115504	:folded_hands: :loudly_crying_face:
81	3.0395136778115504	:loudly_crying_face: :hot_beverage:
82	3.0395136778115504	:zzz: :confused_face:
83	3.0395136778115504	:grinning_face_with_smiling_eyes: :winking_face_with_tongue:
84	3.0395136778115504	:winking_face_with_tongue: :face_with_tears_of_joy:
85	3.0395136778115504	:face_with_tears_of_joy: :persevering_face:
86	3.0395136778115504	:persevering_face: :anxious_face_with_sweat:
87	3.0395136778115504	:anxious_face_with_sweat: :tired_face:
88	3.0395136778115504	:tired_face: :confounded_face:
89	3.0395136778115504	:unamused_face: :oncoming_fist:
90	3.0395136778115504	:persevering_face: :confounded_face:
91	3.0395136778115504	:confounded_face: :broken_heart:
92	3.0395136778115504	:beaming_face_with_smiling_eyes: :smiling_face:
93	3.0395136778115504	:smiling_face: :smiling_face_with_smiling_eyes:
94	3.0395136778115504	:smiling_face: :Christmas_tree:
95	3.0395136778115504	:face_with_tears_of_joy: :pistol:
96	3.0395136778115504	:pistol: :pistol:
97	3.0395136778115504	:beaming_face_with_smiling_eyes: :pistol:
98	3.0395136778115504	:laptop_computer: :floppy_disk:
99	3.0395136778115504	:floppy_disk: :pistol:
100	3.0395136778115504	:sleeping_face: :SOS_button:
101	3.0395136778115504	:angry_face: :pouting_face:
102	3.0395136778115504	:pouting_face: :face_with_steam_from_nose:
103	3.0395136778115504	:oncoming_fist: :flexed_biceps:
104	3.0395136778115504	:unamused_face: :thumbs_up:
105	3.0395136778115504	:grinning_face_with_smiling_eyes: :raising_hands:
106	3.0395136778115504	:raising_hands: :trophy:
107	3.0395136778115504	:trophy: :baseball:
108	3.0395136778115504	:pistol: :pouting_face:
109	3.0395136778115504	:red_heart: :party_popper:
110	3.0395136778115504	:face_with_tears_of_joy: :smiling_cat_face_with_heart-eyes:
111	3.0395136778115504	:red_heart: :face_blowing_a_kiss:
112	3.0395136778115504	:person_tipping_hand: :face_with_tears_of_joy:
113	3.0395136778115504	:two_hearts: :musical_note:
114	3.0395136778115504	:zzz: :zzz:
115	3.0395136778115504	:beaming_face_with_smiling_eyes: :speak-no-evil_monkey:
116	3.0395136778115504	:thumbs_up: :green_heart:
117	3.0395136778115504	:green_heart: :person_taking_bath:
118	3.0395136778115504	:crying_face: :crying_face:
119	3.0395136778115504	:squinting_face_with_tongue: :green_heart:
120	3.0395136778115504	:green_heart: :red_heart:
121	3.0395136778115504	:unamused_face: :pensive_face:
122	3.0395136778115504	:flushed_face: :face_with_tears_of_joy:
123	3.0395136778115504	:grinning_squinting_face: :smiling_face_with_sunglasses:
124	3.0395136778115504	:Santa_Claus: :Christmas_tree:
125	3.0395136778115504	:smiling_face_with_smiling_eyes: :Christmas_tree:
126	3.0395136778115504	:Christmas_tree: :face_with_steam_from_nose:
127	3.0395136778115504	:see-no-evil_monkey: :face_with_tears_of_joy:
128	3.0395136778115504	:expressionless_face: :pouting_face:
129	3.0395136778115504	:thumbs_up: :Santa_Claus:
130	3.0395136778115504	:wrapped_gift: :Santa_Claus:
131	3.0395136778115504	:smirking_face: :smiling_face_with_sunglasses:
132	3.0395136778115504	:smiling_face_with_sunglasses: :smiling_face_with_sunglasses:
133	3.0395136778115504	:smiling_face_with_sunglasses: :Christmas_tree:
134	3.0395136778115504	:Christmas_tree: :Christmas_tree:
135	3.0395136778115504	:see-no-evil_monkey: :two_hearts:
136	3.0395136778115504	:unamused_face: :face_with_medical_mask:
137	3.0395136778115504	:see-no-evil_monkey: :speak-no-evil_monkey:
138	3.0395136778115504	:speak-no-evil_monkey: :speak-no-evil_monkey:
139	3.0395136778115504	:pensive_face: :disappointed_face:
140	3.0395136778115504	:smirking_face: :person_gesturing_NO:
141	3.0395136778115504	:person_gesturing_NO: :crown:
142	3.0395136778115504	:expressionless_face: :unamused_face:
143	3.0395136778115504	:kitchen_knife: :dizzy_face:
144	3.0395136778115504	:smiling_face_with_sunglasses: :musical_score:
145	3.0395136778115504	:musical_score: :clapping_hands:
146	3.0395136778115504	:clapping_hands: :oncoming_fist:
147	3.0395136778115504	:smiling_face_with_smiling_eyes: :musical_notes:
148	3.0395136778115504	:face_with_tears_of_joy: :grinning_face_with_big_eyes:
149	3.0395136778115504	:smirking_face: :oncoming_fist:
150	3.0395136778115504	:smiling_face: :pistol:
151	3.0395136778115504	:pistol: :cocktail_glass:
152	3.0395136778115504	:flushed_face: :smirking_face:
153	3.0395136778115504	:books: :open_book:
154	3.0395136778115504	:open_book: :woman_dancing:
155	3.0395136778115504	:woman_dancing: :woman_dancing:
156	3.0395136778115504	:woman_dancing: :people_with_bunny_ears:
157	3.0395136778115504	:sparkling_heart: :smiling_face_with_halo:
158	3.0395136778115504	:astonished_face: :pistol:
159	3.0395136778115504	:thumbs_up: :raising_hands:
160	3.0395136778115504	:raising_hands: :clapping_hands:
161	3.0395136778115504	:right_arrow: :SOON_arrow:
162	3.0395136778115504	:SOON_arrow: :camera:
163	3.0395136778115504	:smiling_face: :purple_heart:
164	3.0395136778115504	:smiling_face_with_smiling_eyes: :person_tipping_hand:
165	3.0395136778115504	:face_blowing_a_kiss: :raising_hands:
166	3.0395136778115504	:raising_hands: :two_hearts:
167	3.0395136778115504	:smiling_face: :party_popper:
168	3.0395136778115504	:face_with_tears_of_joy: :weary_face:
169	3.0395136778115504	:weary_face: :see-no-evil_monkey:
170	3.0395136778115504	:worried_face: :confused_face:
171	3.0395136778115504	:confused_face: :crying_face:
172	3.0395136778115504	:crying_face: :sleepy_face:
173	3.0395136778115504	:sleepy_face: :disappointed_face:
174	3.0395136778115504	:clinking_beer_mugs: :clinking_beer_mugs:
175	3.0395136778115504	:loudly_crying_face: :crying_face:
176	3.0395136778115504	:face_with_tears_of_joy: :hatching_chick:
177	3.0395136778115504	:face_savoring_food: :face_with_tears_of_joy:
178	3.0395136778115504	:person_running: :expressionless_face:
179	3.0395136778115504	:face_screaming_in_fear: :face_screaming_in_fear:
180	3.0395136778115504	:open_hands: :face_with_tears_of_joy:
181	3.0395136778115504	:two_hearts: :purple_heart:
182	3.0395136778115504	:face_with_tears_of_joy: :winking_face_with_tongue:
183	3.0395136778115504	:face_with_tears_of_joy: :raising_hands:
184	3.0395136778115504	:Christmas_tree: :Santa_Claus:
185	3.0395136778115504	:wrapped_gift: :wrapped_gift:
186	3.0395136778115504	:wrapped_gift: :Christmas_tree:
187	3.0395136778115504	:beaming_face_with_smiling_eyes: :beaming_face_with_smiling_eyes:
188	3.0395136778115504	:pistol: :disappointed_face:
189	3.0395136778115504	:unamused_face: :pistol:
190	3.0395136778115504	:winking_face_with_tongue: :winking_face_with_tongue:
191	3.0395136778115504	:party_popper: :Santa_Claus:
192	3.0395136778115504	:Santa_Claus: :musical_notes:
193	3.0395136778115504	:woman_dancing: :raised_hand:
194	3.0395136778115504	:oncoming_bus: :snowflake:
195	3.0395136778115504	:snowflake: :snowman_without_snow:
196	3.0395136778115504	:snowman_without_snow: :face_savoring_food:
197	3.0395136778115504	:books: :speak-no-evil_monkey:
198	3.0395136778115504	:sleeping_face: :fire_engine:
199	3.0395136778115504	:fire_engine: :ambulance:
200	3.0395136778115504	:airplane: :red_heart:
201	3.0395136778115504	:red_heart: :Christmas_tree:
202	3.0395136778115504	:sleeping_face: :sleeping_face:
203	3.0395136778115504	:sparkles: :person_bowing:
204	3.0395136778115504	:see-no-evil_monkey: :smiling_face:
205	3.0395136778115504	:smiling_face: :smiling_face:
206	3.0395136778115504	:smiling_face: :OK_hand:
207	3.0395136778115504	:clapping_hands: :purple_heart:
208	3.0395136778115504	:purple_heart: :backhand_index_pointing_right:
209	3.0395136778115504	:backhand_index_pointing_right: :cross_mark:
210	3.0395136778115504	:cross_mark: :heavy_large_circle:
211	3.0395136778115504	:heavy_large_circle: :backhand_index_pointing_left:
212	3.0395136778115504	:backhand_index_pointing_left: :folded_hands:
213	3.0395136778115504	:folded_hands: :raising_hands:
214	3.0395136778115504	:pensive_face: :confounded_face:
215	3.0395136778115504	:persevering_face: :face_with_medical_mask:
216	3.0395136778115504	:face_with_tears_of_joy: :skull:
