Position	Frequency	n-emoji
109	0.0	:snowman_without_snow: :face_savoring_food:
110	0.0	:airplane: :red_heart:
111	0.0	:red_heart: :Christmas_tree:
112	0.0	:sleeping_face: :sleeping_face:
113	0.0	:sparkles: :person_bowing:
114	0.0	:see-no-evil_monkey: :smiling_face:
115	0.0	:smiling_face: :smiling_face:
116	0.0	:smiling_face: :OK_hand:
117	0.0	:clapping_hands: :purple_heart:
118	0.0	:purple_heart: :backhand_index_pointing_right:
119	0.0	:backhand_index_pointing_right: :cross_mark:
120	0.0	:cross_mark: :heavy_large_circle:
121	0.0	:heavy_large_circle: :backhand_index_pointing_left:
122	0.0	:backhand_index_pointing_left: :folded_hands:
123	0.0	:folded_hands: :raising_hands:
124	0.0	:pensive_face: :confounded_face:
125	0.0	:face_with_tears_of_joy: :skull:
