Position	Relative Frequency	emoji
33	5.1020408163265305	:grinning_face_with_smiling_eyes: :grinning_face_with_smiling_eyes:
34	5.1020408163265305	:red_heart: :sparkles:
35	5.1020408163265305	:sparkles: :kiss_mark:
36	5.1020408163265305	:kiss_mark: :princess:
37	5.1020408163265305	:princess: :woman_dancing:
38	5.1020408163265305	:face_with_tears_of_joy: :kiss_mark:
39	5.1020408163265305	:kiss_mark: :red_heart:
40	5.1020408163265305	:cat_face: :dog_face:
41	5.1020408163265305	:sweat_droplets: :droplet:
42	5.1020408163265305	:droplet: :sweat_droplets:
43	5.1020408163265305	:thumbs_up: :OK_hand:
44	5.1020408163265305	:pouting_face: :person_gesturing_NO:
45	5.1020408163265305	:smiling_face: :beaming_face_with_smiling_eyes:
46	5.1020408163265305	:smiling_face: :Christmas_tree:
47	5.1020408163265305	:sleeping_face: :SOS_button:
48	5.1020408163265305	:oncoming_fist: :flexed_biceps:
49	5.1020408163265305	:grinning_face_with_smiling_eyes: :raising_hands:
50	5.1020408163265305	:raising_hands: :trophy:
51	5.1020408163265305	:trophy: :baseball:
52	5.1020408163265305	:pistol: :pouting_face:
53	5.1020408163265305	:red_heart: :party_popper:
54	5.1020408163265305	:face_with_tears_of_joy: :smiling_cat_face_with_heart-eyes:
55	5.1020408163265305	:two_hearts: :musical_note:
56	5.1020408163265305	:sleeping_face: :zzz:
57	5.1020408163265305	:zzz: :zzz:
58	5.1020408163265305	:beaming_face_with_smiling_eyes: :speak-no-evil_monkey:
59	5.1020408163265305	:thumbs_up: :green_heart:
60	5.1020408163265305	:green_heart: :person_taking_bath:
61	5.1020408163265305	:squinting_face_with_tongue: :green_heart:
62	5.1020408163265305	:green_heart: :red_heart:
63	5.1020408163265305	:frog_face: :hot_beverage:
64	5.1020408163265305	:face_with_tears_of_joy: :loudly_crying_face:
65	5.1020408163265305	:grinning_squinting_face: :smiling_face_with_sunglasses:
66	5.1020408163265305	:Santa_Claus: :Christmas_tree:
67	5.1020408163265305	:expressionless_face: :pouting_face:
68	5.1020408163265305	:thumbs_up: :Santa_Claus:
69	5.1020408163265305	:wrapped_gift: :Santa_Claus:
70	5.1020408163265305	:smirking_face: :smiling_face_with_sunglasses:
71	5.1020408163265305	:smiling_face_with_sunglasses: :smiling_face_with_sunglasses:
72	5.1020408163265305	:smiling_face_with_sunglasses: :Christmas_tree:
73	5.1020408163265305	:Christmas_tree: :Christmas_tree:
74	5.1020408163265305	:grinning_face_with_big_eyes: :thumbs_up:
75	5.1020408163265305	:see-no-evil_monkey: :two_hearts:
76	5.1020408163265305	:smirking_face: :person_gesturing_NO:
77	5.1020408163265305	:person_gesturing_NO: :crown:
78	5.1020408163265305	:kitchen_knife: :dizzy_face:
79	5.1020408163265305	:smiling_face_with_sunglasses: :musical_score:
80	5.1020408163265305	:musical_score: :clapping_hands:
81	5.1020408163265305	:clapping_hands: :oncoming_fist:
82	5.1020408163265305	:face_with_tears_of_joy: :grinning_face_with_big_eyes:
83	5.1020408163265305	:smirking_face: :oncoming_fist:
84	5.1020408163265305	:right_arrow: :SOON_arrow:
85	5.1020408163265305	:SOON_arrow: :camera:
86	5.1020408163265305	:smiling_face: :purple_heart:
87	5.1020408163265305	:smiling_face_with_smiling_eyes: :person_tipping_hand:
88	5.1020408163265305	:face_blowing_a_kiss: :raising_hands:
89	5.1020408163265305	:raising_hands: :two_hearts:
90	5.1020408163265305	:smiling_face: :party_popper:
91	5.1020408163265305	:raising_hands: :raising_hands:
92	5.1020408163265305	:loudly_crying_face: :crying_face:
93	5.1020408163265305	:face_savoring_food: :face_with_tears_of_joy:
94	5.1020408163265305	:face_screaming_in_fear: :face_screaming_in_fear:
95	5.1020408163265305	:two_hearts: :purple_heart:
96	5.1020408163265305	:face_with_tears_of_joy: :winking_face_with_tongue:
97	5.1020408163265305	:face_with_tears_of_joy: :raising_hands:
98	5.1020408163265305	:Christmas_tree: :Santa_Claus:
99	5.1020408163265305	:wrapped_gift: :wrapped_gift:
100	5.1020408163265305	:wrapped_gift: :Christmas_tree:
101	5.1020408163265305	:see-no-evil_monkey: :see-no-evil_monkey:
102	5.1020408163265305	:beaming_face_with_smiling_eyes: :beaming_face_with_smiling_eyes:
103	5.1020408163265305	:pistol: :disappointed_face:
104	5.1020408163265305	:winking_face_with_tongue: :winking_face_with_tongue:
105	5.1020408163265305	:party_popper: :Santa_Claus:
106	5.1020408163265305	:Santa_Claus: :musical_notes:
107	5.1020408163265305	:oncoming_bus: :snowflake:
108	5.1020408163265305	:snowflake: :snowman_without_snow:
109	5.1020408163265305	:snowman_without_snow: :face_savoring_food:
110	5.1020408163265305	:airplane: :red_heart:
111	5.1020408163265305	:red_heart: :Christmas_tree:
112	5.1020408163265305	:sleeping_face: :sleeping_face:
113	5.1020408163265305	:sparkles: :person_bowing:
114	5.1020408163265305	:see-no-evil_monkey: :smiling_face:
115	5.1020408163265305	:smiling_face: :smiling_face:
116	5.1020408163265305	:smiling_face: :OK_hand:
117	5.1020408163265305	:clapping_hands: :purple_heart:
118	5.1020408163265305	:purple_heart: :backhand_index_pointing_right:
119	5.1020408163265305	:backhand_index_pointing_right: :cross_mark:
120	5.1020408163265305	:cross_mark: :heavy_large_circle:
121	5.1020408163265305	:heavy_large_circle: :backhand_index_pointing_left:
122	5.1020408163265305	:backhand_index_pointing_left: :folded_hands:
123	5.1020408163265305	:folded_hands: :raising_hands:
124	5.1020408163265305	:pensive_face: :confounded_face:
125	5.1020408163265305	:face_with_tears_of_joy: :skull:
