Training Set,Number of Words Removed,Percentage of Words Removed
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_vs_ironic_11.txt,29,0.08867416829745878
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_vs_ironic_(ratio)_12.txt,38,0.11619373776908049
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_vs_ironic_(ratio)_2.txt,6,0.018346379647752542
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_6.txt,14,0.04280821917808453
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_8.txt,108,0.3302348336594889
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_3.txt,18,0.055039138943243415
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_1.txt,3,0.009173189823869166
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_(ratio)_19.txt,40,0.12230919765165993
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_7.txt,29,0.08867416829745878
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_4.txt,7,0.021404109589042264
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_(ratio)_7.txt,119,0.3638698630137043
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_14.txt,27,0.08255870841487933
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_18.txt,45,0.13759784735812275
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_non_ironic_7.txt,1499,4.583537181996093
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_19.txt,797,2.4370107632093863
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_9.txt,364,1.1130136986301409
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_2.txt,42,0.12842465753425358
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_3.txt,14,0.04280821917808453
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_12.txt,40,0.12230919765165993
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_6.txt,13,0.039750489236794806
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_15.txt,1762,5.387720156555773
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_9.txt,18,0.055039138943243415
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_ironic_14.txt,2610,7.980675146771034
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_(ratio)_1.txt,2,0.006115459882579444
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_2.txt,14,0.04280821917808453
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_(ratio)_1.txt,17,0.05198140900195369
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_18.txt,195,0.5962573385518652
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_17.txt,43,0.1314823874755433
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_17.txt,36,0.11007827788650104
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_18.txt,1513,4.626345401174163
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_2.txt,46,0.14065557729941247
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_11.txt,24,0.07338551859099596
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_16.txt,34,0.10396281800390739
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_4.txt,67,0.20486790606653926
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_13.txt,28,0.08561643835616906
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_8.txt,17,0.05198140900195369
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_2.txt,8,0.024461839530331986
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_(ratio)_18.txt,34,0.10396281800390739
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_3.txt,161,0.49229452054794365
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_non_ironic_6.txt,1396,4.268590998043052
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_6.txt,13,0.039750489236794806
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_6.txt,13,0.039750489236794806
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_15.txt,187,0.5717954990215333
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_14.txt,31,0.09478962818003822
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_(ratio)_19.txt,105,0.32106164383561975
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_9.txt,984,3.0088062622309195
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_18.txt,102,0.31188845401173637
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_3.txt,32,0.09784735812132794
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_20.txt,33,0.10090508806261766
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_18.txt,32,0.09784735812132794
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_20.txt,2284,6.983855185909974
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_7.txt,29,0.08867416829745878
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_6.txt,89,0.2721379647749558
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_19.txt,41,0.12536692759294965
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_14.txt,45,0.13759784735812275
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_(ratio)_11.txt,25,0.07644324853228568
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_1.txt,31,0.09478962818003822
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_11.txt,1491,4.559075342465746
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_20.txt,205,0.6268346379647767
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_(ratio)_17.txt,223,0.6818737769080201
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_ironic_19.txt,3343,10.221991193737765
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_non_ironic_1.txt,274,0.8378180039138954
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_11.txt,117,0.3577544031311106
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_(ratio)_1.txt,22,0.06727005870841651
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_(ratio)_3.txt,26,0.0795009784735754
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_12.txt,127,0.38833170254403626
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_17.txt,36,0.11007827788650104
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_19.txt,2058,6.2928082191780845
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_1.txt,165,0.5045254403131167
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_14.txt,44,0.13454011741683303
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_(ratio)_19.txt,34,0.10396281800390739
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_(ratio)_8.txt,17,0.05198140900195369
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_(ratio)_10.txt,77,0.2354452054794507
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_non_ironic_8.txt,1827,5.5864726027397325
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_non_ironic_10.txt,2052,6.274461839530332
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_7.txt,96,0.29354207436399804
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_vs_ironic_(ratio)_18.txt,56,0.1712328767123239
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_(ratio)_7.txt,15,0.04586594911937425
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_12.txt,1590,4.861790606653614
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_7.txt,16,0.04892367906066397
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_ironic_4.txt,969,2.9629403131115453
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_4.txt,723,2.210738747553819
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_3.txt,558,1.7062133072407022
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_(ratio)_9.txt,63,0.19263698630136616
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_(ratio)_16.txt,216,0.6604696673189778
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_8.txt,32,0.09784735812132794
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_non_ironic_17.txt,2948,9.0141878669276
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_9.txt,119,0.3638698630137043
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_4.txt,61,0.18652152641878672
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_(ratio)_13.txt,92,0.28131115459882494
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_4.txt,674,2.060909980430523
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_ironic_11.txt,2180,6.665851272015658
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_vs_ironic_(ratio)_3.txt,8,0.024461839530331986
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_15.txt,46,0.14065557729941247
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_20.txt,2303,7.041952054794521
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_4.txt,61,0.18652152641878672
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_(ratio)_4.txt,62,0.18957925636007644
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_(ratio)_2.txt,37,0.11313600782779076
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_(ratio)_7.txt,92,0.28131115459882494
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_(ratio)_14.txt,171,0.5228718199608551
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_1.txt,16,0.04892367906066397
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_6.txt,26,0.0795009784735754
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_(ratio)_14.txt,38,0.11619373776908049
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_16.txt,41,0.12536692759294965
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_(ratio)_5.txt,9,0.027519569471621708
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_13.txt,1670,5.106409001956948
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_2.txt,5,0.01528864970646282
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_13.txt,42,0.12842465753425358
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_17.txt,37,0.11313600782779076
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_1.txt,4,0.012230919765173098
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_5.txt,10,0.03057729941291143
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_10.txt,22,0.06727005870841651
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_12.txt,27,0.08255870841487933
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_1.txt,6,0.018346379647752542
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_12.txt,25,0.07644324853228568
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_9.txt,1310,4.00562622309198
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_13.txt,166,0.5075831702544065
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_8.txt,1127,3.4460616438356197
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_non_ironic_18.txt,3057,9.347480430528378
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_10.txt,36,0.11007827788650104
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_13.txt,26,0.0795009784735754
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_(ratio)_2.txt,9,0.027519569471621708
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_6.txt,13,0.039750489236794806
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_(ratio)_2.txt,21,0.06421232876712679
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_10.txt,23,0.07032778864970624
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_12.txt,78,0.23850293542074041
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_13.txt,1257,3.843566536203525
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_12.txt,26,0.0795009784735754
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_13.txt,143,0.43725538160470023
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_16.txt,32,0.09784735812132794
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_8.txt,347,1.061032289628173
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_13.txt,28,0.08561643835616906
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_6.txt,26,0.0795009784735754
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_18.txt,53,0.16205968688845473
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_14.txt,175,0.5351027397260282
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_9.txt,23,0.07032778864970624
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_17.txt,659,2.015044031311149
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_11.txt,24,0.07338551859099596
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_11.txt,1513,4.626345401174163
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_8.txt,119,0.3638698630137043
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_10.txt,1305,3.990337573385517
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_16.txt,196,0.599315068493155
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_11.txt,25,0.07644324853228568
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_15.txt,1351,4.13099315068493
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_19.txt,2223,6.797333659491187
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_vs_ironic_12.txt,32,0.09784735812132794
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_5.txt,263,0.80418297455968
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_vs_ironic_18.txt,45,0.13759784735812275
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_2.txt,392,1.1986301369862957
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_9.txt,1263,3.8619129158512777
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_(ratio)_10.txt,22,0.06727005870841651
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_2.txt,42,0.12842465753425358
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_(ratio)_5.txt,43,0.1314823874755433
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_vs_ironic_(ratio)_8.txt,18,0.055039138943243415
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_3.txt,58,0.17734833659491755
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_8.txt,1140,3.4858121330724003
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_(ratio)_19.txt,237,0.7246819960861046
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_(ratio)_19.txt,206,0.6298923679060664
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_3.txt,6,0.018346379647752542
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_3.txt,7,0.021404109589042264
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_10.txt,110,0.33635029354206836
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_13.txt,26,0.0795009784735754
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_vs_ironic_(ratio)_16.txt,50,0.15288649706458557
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_7.txt,16,0.04892367906066397
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_2.txt,5,0.01528864970646282
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_3.txt,7,0.021404109589042264
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_12.txt,135,0.41279354207436825
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_13.txt,82,0.2507338551859135
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_(ratio)_14.txt,97,0.29659980430528776
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_13.txt,149,0.4556017612524528
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_(ratio)_5.txt,16,0.04892367906066397
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_5.txt,11,0.03363502935420115
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_non_ironic_15.txt,2718,8.310909980430523
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_(ratio)_14.txt,90,0.2751956947162455
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_(ratio)_3.txt,64,0.1956947162426559
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_13.txt,486,1.4860567514677143
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_7.txt,330,1.0090508806262193
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_1.txt,30,0.0917318982387485
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_(ratio)_10.txt,67,0.20486790606653926
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_9.txt,21,0.06421232876712679
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_13.txt,1577,4.822040117416833
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_14.txt,158,0.4831213307240745
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_17.txt,98,0.2996575342465775
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_18.txt,728,2.2260273972602675
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_15.txt,32,0.09784735812132794
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_(ratio)_13.txt,27,0.08255870841487933
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_11.txt,24,0.07338551859099596
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_18.txt,38,0.11619373776908049
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_(ratio)_20.txt,108,0.3302348336594889
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_6.txt,279,0.8531066536203582
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_7.txt,97,0.29659980430528776
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_11.txt,38,0.11619373776908049
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_non_ironic_vs_ironic_9.txt,20,0.06115459882583707
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_20.txt,43,0.1314823874755433
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_(ratio)_7.txt,57,0.17429060665361362
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_(ratio)_8.txt,59,0.18040606653620728
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_4.txt,8,0.024461839530331986
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_11.txt,130,0.3975048923679054
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_(ratio)_6.txt,102,0.31188845401173637
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_(ratio)_11.txt,30,0.0917318982387485
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_9.txt,18,0.055039138943243415
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_(ratio)_17.txt,99,0.3027152641878672
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_11.txt,1141,3.4888698630137043
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_12.txt,25,0.07644324853228568
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_9.txt,34,0.10396281800390739
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_20.txt,228,0.6971624266144829
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_ironic_vs_non_ironic_(ratio)_14.txt,202,0.6176614481408933
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_20.txt,64,0.1956947162426559
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_9.txt,34,0.10396281800390739
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_ironic_12.txt,2325,7.109222113502938
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_3.txt,61,0.18652152641878672
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_ironic_vs_non_ironic_5.txt,11,0.03363502935420115
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_(ratio)_2.txt,20,0.06115459882583707
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_2.txt,14,0.04280821917808453
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_ironic_vs_non_ironic_20.txt,56,0.1712328767123239
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_1.txt,4,0.012230919765173098
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_non_ironic_vs_ironic_15.txt,90,0.2751956947162455
CONTROL-PERCENTAGE-SemEval2018-T3-train-taskA_emoji_ironic_7.txt,1489,4.552959882583167
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_(ratio)_6.txt,51,0.1559442270058753
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_7.txt,109,0.33329256360077864
SemEval2018-T3-train-taskA_emoji_4-gram_frequency_18.txt,39,0.11925146771037021
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_vs_ironic_(ratio)_11.txt,124,0.3791585127201529
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_9.txt,32,0.09784735812132794
SemEval2018-T3-train-taskA_emoji_2-gram_frequency_ironic_vs_non_ironic_(ratio)_5.txt,44,0.13454011741683303
SemEval2018-T3-train-taskA_emoji_3-gram_frequency_non_ironic_19.txt,47,0.1437133072407022
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_18.txt,1989,6.081824853228966
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_non_ironic_12.txt,1504,4.598825831702541
SemEval2018-T3-train-taskA_emoji_1-gram_frequency_15.txt,1884,5.760763209393346
